DATE,PLATFORM,CAMPAIGN_NAME,CAMPAIGN_GROUP,CAMPAIGN_ID,ADSET_NAME,ADSET_ID,AD_NAME,AD_ID,OBJECTIVE,AMOUNT_SPENT,IMPRESSIONS,CONVERSIONS,REACH,CLICKS,VIDEO_PLAYS_AT_100,VIDEO_PLAYS_AT_25,VIDEO_PLAYS_AT_50,VIDEO_PLAYS_AT_75,FOCUSSED_VIEW_15SEC,VIDEO_VIEWS,VIDEO_THRUPLAY,VIDEO_PLAY_ACTIONS,COMMENTS,LEADS,LIKES,LINK_CLICKS,ENGAGEMENT,ENGAGEMENT_RATE,SHARES,FOLLOWS,VIEW_THROUGH_CONVERSION,VIDEO_STARTS,PURCHASE
2026-01-31,In-App Display,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Weekend Deal Hunters Interest Segment,137188617636,Offer Spotlight Friendly Voice,436499875074,Brand Awareness,12.426541,1808,0,0,8,0.1388,0.4148,0.1827,0.131,0,405,0,0,0,0,0,0,681,0.519,0,0,0,0,0
2026-01-31,Video Network,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Weekend Deal Hunters Interest Segment,543293575711,Offer Spotlight Friendly Voice,145241668425,Brand Awareness,205.277955,68462,0,0,168,0.1386,0.7119,0.3218,0.2249,0,10961,0,0,0,0,0,0,21029,1.6501,0,0,0,0,0
2026-01-31,Shopping Grid,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Family Planners Interest Segment,285444870101,Collection Showcase Warm Voice,663666316732,Brand Awareness,871.317459,247235,0,0,820,0.3315,1.0398,0.5753,0.4055,0,22452,0,0,0,0,0,0,43778,1.5495,0,0,0,0,0
2026-01-31,Discovery Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Bulk Buyers Retention Segment,174279500412,Collection Showcase Warm Voice,374916335819,Brand Awareness,752.710965,191147,0,0,733,0.3767,1.0215,0.5785,0.4604,0,22895,0,0,0,0,0,0,36010,1.9030,0,0,0,0,0
2026-01-31,Search Network,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Bulk Buyers Retention Segment,486609437031,Offer Spotlight Friendly Voice,701062501641,Brand Awareness,70.236734,16977,0,0,61,0.1117,0.8049,0.2406,0.1568,0,2357,0,0,0,0,0,0,4308,1.4151,0,0,0,0,0
2026-01-31,Affiliate Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Weekend Deal Hunters Interest Segment,121597754445,Collection Showcase Warm Voice,767332541439,Brand Awareness,19.818154,3170,0,0,9,0.5833,1.2350,0.8117,0.6401,0,356,0,0,0,0,0,0,568,1.1097,0,0,0,0,0
2026-01-30,Retail Media Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Weekend Deal Hunters Interest Segment,121597754445,Collection Showcase Warm Voice,767332541439,Brand Awareness,26.978451,3792,0,0,10,0.6243,1.0358,0.5660,0.5643,0,519,0,0,0,0,0,0,783,0.8140,0,0,0,0,0
2026-01-30,Search Network,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Weekend Deal Hunters Interest Segment,543293575711,Offer Spotlight Friendly Voice,145241668425,Brand Awareness,165.22230,17049,0,0,67,0.2854,0.8759,0.4438,0.37,0,4939,0,0,0,0,0,0,6962,1.5286,0,0,0,0,0
2026-01-30,Display Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Family Planners Interest Segment,285444870101,Collection Showcase Warm Voice,663666316732,Brand Awareness,1012.17023,276261,0,0,715,0.3809,1.1683,0.7230,0.5292,0,28100,0,0,0,0,0,0,40369,1.5563,0,0,0,0,0
2026-01-30,Marketplace Feed,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Weekend Deal Hunters Interest Segment,137188617636,Offer Spotlight Friendly Voice,436499875074,Brand Awareness,13.349919,1649,0,0,20,0.3231,0.8629,0.5084,0.3527,0,381,0,0,0,0,0,0,617,0.7273,0,0,0,0,0
2026-01-30,Retail Media Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Bulk Buyers Retention Segment,174279500412,Collection Showcase Warm Voice,374916335819,Brand Awareness,586.691849,167530,0,0,511,0.4196,1.1840,0.7480,0.5833,0,18050,0,0,0,0,0,0,26670,1.957,0,0,0,0,0
2026-01-30,Video Network,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Bulk Buyers Retention Segment,486609437031,Offer Spotlight Friendly Voice,701062501641,Brand Awareness,145.294126,40425,0,0,101,0.118,0.6655,0.3232,0.158,0,6059,0,0,0,0,0,0,12063,1.4142,0,0,0,0,0
2026-01-29,Discovery Network,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Bulk Buyers Retention Segment,486609437031,Offer Spotlight Friendly Voice,701062501641,Brand Awareness,181.383605,35119,0,0,124,0.2105,0.8054,0.4521,0.2770,0,7869,0,0,0,0,0,0,11845,1.8382,0,0,0,0,0
2026-01-29,In-App Display,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Bulk Buyers Retention Segment,174279500412,Collection Showcase Warm Voice,374916335819,Brand Awareness,527.381013,162295,0,0,228,0.4420,1.3456,0.6973,0.5336,0,15873,0,0,0,0,0,0,28714,2.1587,0,0,0,0,0
2026-01-29,Social Feed,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Family Planners Interest Segment,285444870101,Collection Showcase Warm Voice,663666316732,Brand Awareness,786.441707,294698,0,0,292,0.4558,1.3826,0.6807,0.4808,0,27678,0,0,0,0,0,0,36922,1.7370,0,0,0,0,0
2026-01-29,Retail Media Network,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Weekend Deal Hunters Interest Segment,543293575711,Offer Spotlight Friendly Voice,145241668425,Brand Awareness,97.10473,21825,0,0,73,0.1459,0.8106,0.2693,0.1664,0,4780,0,0,0,0,0,0,9157,1.6667,0,0,0,0,0
2026-01-29,Display Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Weekend Deal Hunters Interest Segment,121597754445,Collection Showcase Warm Voice,767332541439,Brand Awareness,35.966503,5164,0,0,21,0.3974,1.2284,0.5723,0.3738,0,716,0,0,0,0,0,0,1036,0.9829,0,0,0,0,0
2026-01-29,Affiliate Network,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Weekend Deal Hunters Interest Segment,137188617636,Offer Spotlight Friendly Voice,436499875074,Brand Awareness,7.749577,856,0,0,8,0.2149,0.4240,0.2712,0.2356,0,205,0,0,0,0,0,0,421,0.6519,0,0,0,0,0
2026-01-28,Search Network,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Weekend Deal Hunters Interest Segment,543293575711,Offer Spotlight Friendly Voice,145241668425,Brand Awareness,174.787960,42382,0,0,130,0.1459,0.6011,0.3507,0.1915,0,7851,0,0,0,0,0,0,12323,0.9406,0,0,0,0,0
2026-01-28,Retail Media Network,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Weekend Deal Hunters Interest Segment,137188617636,Offer Spotlight Friendly Voice,436499875074,Brand Awareness,0.883256,128,0,0,2,0.1381,0.4759,0.340,0.3349,0,29,0,0,0,0,0,0,45,0.5367,0,0,0,0,0
2026-01-28,Affiliate Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Family Planners Interest Segment,285444870101,Collection Showcase Warm Voice,663666316732,Brand Awareness,1526.325335,722900,0,0,314,0.2804,1.2055,0.5570,0.4224,0,58273,0,0,0,0,0,0,94562,1.6131,0,0,0,0,0
2026-01-28,In-App Display,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Weekend Deal Hunters Interest Segment,121597754445,Collection Showcase Warm Voice,767332541439,Brand Awareness,28.576450,6173,0,0,8,0.2356,0.7258,0.4593,0.3005,0,656,0,0,0,0,0,0,1174,1.9728,0,0,0,0,0
2026-01-28,Marketplace Feed,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Bulk Buyers Retention Segment,174279500412,Collection Showcase Warm Voice,374916335819,Brand Awareness,827.04324,252472,0,0,245,0.3901,1.2031,0.7476,0.4563,0,25912,0,0,0,0,0,0,35359,1.7529,0,0,0,0,0
2026-01-28,Video Network,Smart Choice Impact Initiative,Central Region Loyalty Cohort,16576944677,Bulk Buyers Retention Segment,486609437031,Offer Spotlight Friendly Voice,701062501641,Brand Awareness,119.065342,29599,0,0,92,0.2355,0.635,0.2576,0.241,0,5716,0,0,0,0,0,0,8740,1.457,0,0,0,0,0
2026-01-27,Display Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Bulk Buyers Retention Segment,174279500412,Collection Showcase Warm Voice,374916335819,Brand Awareness,874.638804,438717,0,0,182,0.3754,1.135,0.6280,0.4778,0,33038,0,0,0,0,0,0,55303,1.7180,0,0,0,0,0
2026-01-27,Social Feed,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Family Planners Interest Segment,285444870101,Collection Showcase Warm Voice,663666316732,Brand Awareness,1223.601655,655008,0,0,183,0.3848,1.2971,0.7428,0.4646,0,46221,0,0,0,0,0,0,85794,1.8960,0,0,0,0,0
2026-01-27,Affiliate Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Weekend Deal Hunters Interest Segment,121597754445,Collection Showcase Warm Voice,767332541439,Brand Awareness,14.734333,7969,0,0,13,0.462,0.9477,0.5651,0.4302,0,534,0,0,0,0,0,0,834,1.2010,0,0,0,0,0
2026-01-26,Search Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Bulk Buyers Retention Segment,174279500412,Collection Showcase Warm Voice,374916335819,Brand Awareness,650.478830,247857,0,0,365,0.3409,1.3661,0.6937,0.4654,0,24148,0,0,0,0,0,0,39815,1.8057,0,0,0,0,0
2026-01-26,Affiliate Network,Family Pantry Retention Initiative,Central Region Loyalty Cohort,88536126546,Family Planners Interest Segment,285444870101,Collection Showcase Warm Voice,663666316732,Brand Awareness,1642.124291,841241,0,0,363,0.3026,1.1728,0.5039,0.4023,0,70443,0,0,0,0,0,0,91822,1.8670,0,0,0,0,0
