DATE,PLATFORM,CAMPAIGN_NAME,CAMPAIGN_GROUP,CAMPAIGN_ID,ADSET_NAME,ADSET_ID,AD_NAME,AD_ID,OBJECTIVE,AMOUNT_SPENT,IMPRESSIONS,CONVERSIONS,REACH,CLICKS,VIDEO_PLAYS_AT_100,VIDEO_PLAYS_AT_25,VIDEO_PLAYS_AT_50,VIDEO_PLAYS_AT_75,FOCUSSED_VIEW_15SEC,VIDEO_VIEWS,VIDEO_THRUPLAY,VIDEO_PLAY_ACTIONS,COMMENTS,LEADS,LIKES,LINK_CLICKS,ENGAGEMENT,ENGAGEMENT_RATE,SHARES,FOLLOWS,VIEW_THROUGH_CONVERSION,VIDEO_STARTS,PURCHASE
2026-07-22,Discovery Network,Family Pantry Retention Initiative,South Region Loyalty Cohort,33983082585,Family Planners Affinity Segment,148777056069,Shelf Story Bold Voice,693603098421,Brand Awareness,14.704897,1763,0,0,3,2.31,3.5419,2.8500,2.0981,0,1059,0,0,0,0,0,0,1135,2.6687,0,0,0,0,0
2026-07-22,In-App Display,Family Pantry Retention Initiative,South Region Loyalty Cohort,33983082585,Family Planners Lookalike Segment,146812989016,Shelf Story Bold Voice,144013049376,Brand Awareness,144.41592,32692,0,0,36,3.8979,7.1959,5.0424,3.539,0,17469,0,0,0,0,0,0,19023,5.0188,0,0,0,0,0
2026-07-22,Video Network,Home Essentials Promo Initiative,South Region Loyalty Cohort,13400058075,Quick Refill Buyers Retention Segment,144570312496,Shelf Story Warm Voice,774554124848,Brand Awareness,105.76194,17466,0,0,24,3.4450,6.7668,4.1367,3.2745,0,11592,0,0,0,0,0,0,11385,4.287,0,0,0,0,0
2026-07-22,Display Network,Home Essentials Promo Initiative,South Region Loyalty Cohort,13400058075,Family Planners Affinity Segment,730187392112,Shelf Story Warm Voice,102393688314,Brand Awareness,9.480842,958,0,0,0,2.5019,4.3497,2.939,2.7974,0,717,0,0,0,0,0,0,766,2.631,0,0,0,0,0
2026-07-22,Influencer Network,Family Pantry Retention Initiative,South Region Loyalty Cohort,33983082585,Quick Refill Buyers Retention Segment,951272069769,Shelf Story Bold Voice,156913134685,Brand Awareness,89.862625,16845,0,0,21,4.7731,6.7470,4.4282,4.6710,0,11020,0,0,0,0,0,0,12451,5.2394,0,0,0,0,0
2026-07-22,Affiliate Network,Home Essentials Promo Initiative,South Region Loyalty Cohort,13400058075,Family Planners Lookalike Segment,151748144487,Shelf Story Warm Voice,676634372206,Brand Awareness,107.563463,23570,0,0,27,4.5317,6.6656,4.2579,4.469,0,12845,0,0,0,0,0,0,13061,4.8931,0,0,0,0,0
2026-07-21,Video Network,Home Essentials Promo Initiative,South Region Loyalty Cohort,13400058075,Quick Refill Buyers Retention Segment,144570312496,Shelf Story Warm Voice,774554124848,Brand Awareness,127.660544,28850,0,0,26,3.6459,6.482,4.0363,3.9240,0,20969,0,0,0,0,0,0,22238,5.0357,0,0,0,0,0
2026-07-21,Social Feed,Family Pantry Retention Initiative,South Region Loyalty Cohort,33983082585,Quick Refill Buyers Retention Segment,951272069769,Shelf Story Bold Voice,156913134685,Brand Awareness,109.109690,28506,0,0,39,3.4455,6.5717,4.1381,3.7235,0,14130,0,0,0,0,0,0,15912,4.1244,0,0,0,0,0
2026-07-21,Connected TV,Home Essentials Promo Initiative,South Region Loyalty Cohort,13400058075,Family Planners Affinity Segment,730187392112,Shelf Story Warm Voice,102393688314,Brand Awareness,16.738962,2932,0,0,2,3.5402,4.711,3.8569,3.0930,0,1878,0,0,0,0,0,0,1791,3.6322,0,0,0,0,0
2026-07-21,In-App Display,Home Essentials Promo Initiative,South Region Loyalty Cohort,13400058075,Family Planners Lookalike Segment,151748144487,Shelf Story Warm Voice,676634372206,Brand Awareness,85.918543,21408,0,0,19,3.4456,6.1266,4.1808,3.4380,0,10682,0,0,0,0,0,0,12243,4.4125,0,0,0,0,0
