DATE,PLATFORM,CAMPAIGN_NAME,CAMPAIGN_GROUP,CAMPAIGN_ID,ADSET_NAME,ADSET_ID,AD_NAME,AD_ID,OBJECTIVE,AMOUNT_SPENT,IMPRESSIONS,CONVERSIONS,REACH,CLICKS,VIDEO_PLAYS_AT_100,VIDEO_PLAYS_AT_25,VIDEO_PLAYS_AT_50,VIDEO_PLAYS_AT_75,FOCUSSED_VIEW_15SEC,VIDEO_VIEWS,VIDEO_THRUPLAY,VIDEO_PLAY_ACTIONS,COMMENTS,LEADS,LIKES,LINK_CLICKS,ENGAGEMENT,ENGAGEMENT_RATE,SHARES,FOLLOWS,VIEW_THROUGH_CONVERSION,VIDEO_STARTS,PURCHASE
2025-12-01,Shopping Grid,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Health Conscious Buyers Interest Segment,141258509277,Offer Spotlight Bold Voice,135939338663,Brand Awareness,66.7083,9801,17,0,26,0.4848,2.1141,1.0436,0.6154,0,2470,0,0,0,0,0,0,4005,40.8632,0,0,0,0,0
2025-12-02,In-App Display,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Bulk Buyers Retention Segment,148145023481,Offer Spotlight Bold Voice,846119584281,Brand Awareness,33.0681,15020,4,0,13,0.9859,4.5622,1.9869,1.438,0,3894,0,0,0,0,0,0,3547,23.6152,0,0,0,0,0
2025-12-03,Connected TV,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Family Planners Lookalike Segment,840964668242,Offer Spotlight Bold Voice,143148175809,Brand Awareness,47.8071,6869,12,0,46,2.0561,5.1945,3.0921,2.2508,0,3270,0,0,0,0,0,0,4463,64.9731,0,0,0,0,0
2025-12-04,Influencer Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Family Planners Lookalike Segment,840964668242,Offer Spotlight Bold Voice,143148175809,Brand Awareness,37.4479,12124,13,0,11,0.7501,3.9741,2.0289,1.2484,0,1903,0,0,0,0,0,0,2343,19.3253,0,0,0,0,0
2025-12-05,Search Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Health Conscious Buyers Interest Segment,141258509277,Offer Spotlight Bold Voice,135939338663,Brand Awareness,68.2511,11312,19,0,21,0.6482,1.9068,1.0587,0.7563,0,4008,0,0,0,0,0,0,6697,59.2026,0,0,0,0,0
2025-12-06,Retail Media Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Bulk Buyers Retention Segment,148145023481,Offer Spotlight Bold Voice,846119584281,Brand Awareness,46.2921,13191,18,0,55,0.9909,4.5831,2.3528,1.4539,0,4954,0,0,0,0,0,0,6107,46.2967,0,0,0,0,0
2025-12-07,Influencer Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Family Planners Lookalike Segment,840964668242,Offer Spotlight Bold Voice,143148175809,Brand Awareness,60.6020,12021,13,0,18,1.0533,3.3471,1.7770,1.3288,0,1405,0,0,0,0,0,0,2668,22.1945,0,0,0,0,0
2025-12-08,Connected TV,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Bulk Buyers Retention Segment,148145023481,Offer Spotlight Bold Voice,846119584281,Brand Awareness,85.6454,22016,22,0,67,0.7692,3.7478,1.8378,1.1413,0,4687,0,0,0,0,0,0,6266,28.4611,0,0,0,0,0
2025-12-09,Discovery Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Health Conscious Buyers Interest Segment,141258509277,Offer Spotlight Bold Voice,135939338663,Brand Awareness,29.0469,2608,5,0,8,0.924,1.9858,1.2887,0.986,0,1303,0,0,0,0,0,0,1153,44.2101,0,0,0,0,0
2025-12-10,Retail Media Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,426460522604668080,Offer Spotlight Bold Voice,961469379678885435,Brand Awareness,171.2349,71889,0,89840,173,100,100,100,100,0,368,397,68941,0,0,0,34,5980,8.3184,0,0,0,0,0
