DATE,PLATFORM,CAMPAIGN_NAME,CAMPAIGN_GROUP,CAMPAIGN_ID,ADSET_NAME,ADSET_ID,AD_NAME,AD_ID,OBJECTIVE,AMOUNT_SPENT,IMPRESSIONS,CONVERSIONS,REACH,CLICKS,VIDEO_PLAYS_AT_100,VIDEO_PLAYS_AT_25,VIDEO_PLAYS_AT_50,VIDEO_PLAYS_AT_75,FOCUSSED_VIEW_15SEC,VIDEO_VIEWS,VIDEO_THRUPLAY,VIDEO_PLAY_ACTIONS,COMMENTS,LEADS,LIKES,LINK_CLICKS,ENGAGEMENT,ENGAGEMENT_RATE,SHARES,FOLLOWS,VIEW_THROUGH_CONVERSION,VIDEO_STARTS,PURCHASE
2025-11-01,Shopping Grid,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Health Conscious Buyers Interest Segment,141258509277,Offer Spotlight Bold Voice,135939338663,Brand Awareness,65.2106,12300,17,0,17,0.4848,2.1141,1.0436,0.6154,0,3825,0,0,0,0,0,0,3001,24.3984,0,0,0,0,0
2025-11-02,In-App Display,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Bulk Buyers Retention Segment,148145023481,Offer Spotlight Bold Voice,846119584281,Brand Awareness,47.1240,8558,3,0,16,0.9859,4.5622,1.9869,1.438,0,3537,0,0,0,0,0,0,5128,59.9205,0,0,0,0,0
2025-11-03,Connected TV,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Family Planners Lookalike Segment,840964668242,Offer Spotlight Bold Voice,143148175809,Brand Awareness,51.0669,10266,14,0,26,2.0561,5.1945,3.0921,2.2508,0,3228,0,0,0,0,0,0,3194,31.1124,0,0,0,0,0
2025-11-04,Influencer Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Family Planners Lookalike Segment,840964668242,Offer Spotlight Bold Voice,143148175809,Brand Awareness,41.2807,8590,9,0,17,0.7501,3.9741,2.0289,1.2484,0,3370,0,0,0,0,0,0,2664,31.0128,0,0,0,0,0
2025-11-05,Search Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Health Conscious Buyers Interest Segment,141258509277,Offer Spotlight Bold Voice,135939338663,Brand Awareness,44.4261,12307,17,0,25,0.6482,1.9068,1.0587,0.7563,0,4468,0,0,0,0,0,0,5310,43.1462,0,0,0,0,0
2025-11-06,Retail Media Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Bulk Buyers Retention Segment,148145023481,Offer Spotlight Bold Voice,846119584281,Brand Awareness,52.9112,22052,12,0,42,0.9909,4.5831,2.3528,1.4539,0,2824,0,0,0,0,0,0,7298,33.0945,0,0,0,0,0
2025-11-07,Influencer Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Family Planners Lookalike Segment,840964668242,Offer Spotlight Bold Voice,143148175809,Brand Awareness,40.5596,9303,9,0,33,1.0533,3.3471,1.7770,1.3288,0,1273,0,0,0,0,0,0,4684,50.3493,0,0,0,0,0
2025-11-08,Connected TV,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Bulk Buyers Retention Segment,148145023481,Offer Spotlight Bold Voice,846119584281,Brand Awareness,93.2244,13203,16,0,37,0.7692,3.7478,1.8378,1.1413,0,4982,0,0,0,0,0,0,6859,51.9503,0,0,0,0,0
2025-11-09,Discovery Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Health Conscious Buyers Interest Segment,141258509277,Offer Spotlight Bold Voice,135939338663,Brand Awareness,34.0286,4147,7,0,9,0.924,1.9858,1.2887,0.986,0,1916,0,0,0,0,0,0,1278,30.8175,0,0,0,0,0
2025-11-10,Retail Media Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,426460522604668080,Offer Spotlight Bold Voice,961469379678885435,Brand Awareness,143.6566,103732,0,65149,164,100,100,100,100,0,481,397,68941,0,0,0,22,5808,5.5990,0,0,0,0,0
2025-11-11,Search Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,744937521596374624,Offer Spotlight Bold Voice,160997656439243393,Brand Awareness,140.9954,50788,0,74603,169,100,100,100,100,0,471,361,58459,0,0,0,35,4018,7.9113,0,0,0,0,0
2025-11-12,Affiliate Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,512235775188952937,Offer Spotlight Bold Voice,562333462013611341,Brand Awareness,7.9381,6050,0,4506,10,30,100,94,49,0,41,31,3367,0,0,0,2,241,3.9835,0,0,0,0,0
2025-11-13,Influencer Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,512235775188952937,Offer Spotlight Bold Voice,562333462013611341,Brand Awareness,9.9588,3540,0,6800,19,36,100,100,54,0,42,33,4270,0,0,0,4,479,13.5311,0,0,0,0,0
2025-11-14,Affiliate Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,426460522604668080,Offer Spotlight Bold Voice,961469379678885435,Brand Awareness,147.6194,86982,0,118462,271,100,100,100,100,0,682,463,62902,0,0,0,50,5230,6.0127,0,0,0,0,0
2025-11-15,Connected TV,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,744937521596374624,Offer Spotlight Bold Voice,160997656439243393,Brand Awareness,112.0259,82715,0,56021,129,100,100,100,100,0,566,339,53440,0,0,0,18,4348,5.2566,0,0,0,0,0
2025-11-16,Retail Media Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,426460522604668080,Offer Spotlight Bold Voice,961469379678885435,Brand Awareness,170.1359,66957,0,79088,258,100,100,100,100,0,623,548,82893,0,0,0,32,8807,13.1532,0,0,0,0,0
