DATE,PLATFORM,CAMPAIGN_NAME,CAMPAIGN_GROUP,CAMPAIGN_ID,ADSET_NAME,ADSET_ID,AD_NAME,AD_ID,OBJECTIVE,AMOUNT_SPENT,IMPRESSIONS,CONVERSIONS,REACH,CLICKS,VIDEO_PLAYS_AT_100,VIDEO_PLAYS_AT_25,VIDEO_PLAYS_AT_50,VIDEO_PLAYS_AT_75,FOCUSSED_VIEW_15SEC,VIDEO_VIEWS,VIDEO_THRUPLAY,VIDEO_PLAY_ACTIONS,COMMENTS,LEADS,LIKES,LINK_CLICKS,ENGAGEMENT,ENGAGEMENT_RATE,SHARES,FOLLOWS,VIEW_THROUGH_CONVERSION,VIDEO_STARTS,PURCHASE
2025-10-01,Shopping Grid,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Health Conscious Buyers Interest Segment,141258509277,Offer Spotlight Bold Voice,135939338663,Brand Awareness,64.8094,7370,10,0,24,0.4848,2.1141,1.0436,0.6154,0,3619,0,0,0,0,0,0,2836,38.4803,0,0,0,0,0
2025-10-02,In-App Display,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Bulk Buyers Retention Segment,148145023481,Offer Spotlight Bold Voice,846119584281,Brand Awareness,28.1197,9639,5,0,15,0.9859,4.5622,1.9869,1.438,0,2946,0,0,0,0,0,0,4746,49.2375,0,0,0,0,0
2025-10-03,Connected TV,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Family Planners Lookalike Segment,840964668242,Offer Spotlight Bold Voice,143148175809,Brand Awareness,54.5821,8525,12,0,44,2.0561,5.1945,3.0921,2.2508,0,2892,0,0,0,0,0,0,5257,61.6657,0,0,0,0,0
2025-10-04,Influencer Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Family Planners Lookalike Segment,840964668242,Offer Spotlight Bold Voice,143148175809,Brand Awareness,45.8149,11268,17,0,21,0.7501,3.9741,2.0289,1.2484,0,1448,0,0,0,0,0,0,2693,23.8995,0,0,0,0,0
2025-10-05,Search Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Health Conscious Buyers Interest Segment,141258509277,Offer Spotlight Bold Voice,135939338663,Brand Awareness,63.5746,9925,13,0,22,0.6482,1.9068,1.0587,0.7563,0,4479,0,0,0,0,0,0,6211,62.5793,0,0,0,0,0
2025-10-06,Retail Media Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Bulk Buyers Retention Segment,148145023481,Offer Spotlight Bold Voice,846119584281,Brand Awareness,75.7071,19048,21,0,58,0.9909,4.5831,2.3528,1.4539,0,5636,0,0,0,0,0,0,5849,30.7066,0,0,0,0,0
2025-10-07,Influencer Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Family Planners Lookalike Segment,840964668242,Offer Spotlight Bold Voice,143148175809,Brand Awareness,60.7089,11885,13,0,36,1.0533,3.3471,1.7770,1.3288,0,2009,0,0,0,0,0,0,3286,27.6483,0,0,0,0,0
2025-10-08,Connected TV,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Bulk Buyers Retention Segment,148145023481,Offer Spotlight Bold Voice,846119584281,Brand Awareness,70.9484,15839,24,0,34,0.7692,3.7478,1.8378,1.1413,0,2430,0,0,0,0,0,0,5377,33.9479,0,0,0,0,0
2025-10-09,Discovery Network,Seasonal Select Demand Initiative,Metro Region Loyalty Cohort,11970007606,Health Conscious Buyers Interest Segment,141258509277,Offer Spotlight Bold Voice,135939338663,Brand Awareness,50.6530,3367,10,0,8,0.924,1.9858,1.2887,0.986,0,1678,0,0,0,0,0,0,1664,49.4208,0,0,0,0,0
2025-10-10,Retail Media Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,426460522604668080,Offer Spotlight Bold Voice,961469379678885435,Brand Awareness,132.2464,108831,0,78385,184,100,100,100,100,0,336,397,68941,0,0,0,25,5674,5.2136,0,0,0,0,0
2025-10-11,Search Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,744937521596374624,Offer Spotlight Bold Voice,160997656439243393,Brand Awareness,133.7072,73473,0,71409,85,100,100,100,100,0,373,361,58459,0,0,0,38,5742,7.8151,0,0,0,0,0
2025-10-12,Affiliate Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,512235775188952937,Offer Spotlight Bold Voice,562333462013611341,Brand Awareness,8.4908,6050,0,4115,7,30,100,94,49,0,41,31,3367,0,0,0,2,344,5.6860,0,0,0,0,0
2025-10-13,Influencer Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,512235775188952937,Offer Spotlight Bold Voice,562333462013611341,Brand Awareness,7.5191,4117,0,5934,14,36,100,100,54,0,28,33,4270,0,0,0,3,368,8.9385,0,0,0,0,0
2025-10-14,Affiliate Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,426460522604668080,Offer Spotlight Bold Voice,961469379678885435,Brand Awareness,110.9500,93050,0,80397,137,100,100,100,100,0,700,463,62902,0,0,0,59,4474,4.8082,0,0,0,0,0
2025-10-15,Connected TV,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,744937521596374624,Offer Spotlight Bold Voice,160997656439243393,Brand Awareness,82.6269,49362,0,79864,168,100,100,100,100,0,522,339,53440,0,0,0,15,3995,8.0933,0,0,0,0,0
2025-10-16,Retail Media Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,426460522604668080,Offer Spotlight Bold Voice,961469379678885435,Brand Awareness,159.7945,97458,0,73861,210,100,100,100,100,0,464,548,82893,0,0,0,26,6515,6.6849,0,0,0,0,0
2025-10-17,Search Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,512235775188952937,Offer Spotlight Bold Voice,562333462013611341,Brand Awareness,12.1124,12341,0,13660,35,58,100,100,89,0,32,43,7427,0,0,0,6,1172,9.4968,0,0,0,0,0
2025-10-18,Discovery Network,Home Essentials Promo Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,744937521596374624,Offer Spotlight Bold Voice,160997656439243393,Brand Awareness,102.1703,48220,0,49707,121,100,100,100,100,0,538,293,60424,0,0,0,13,4936,10.2364,0,0,0,0,0
2025-10-19,Marketplace Feed,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,112693653772675234,Product Reel Warm Voice,137942100582601959,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-20,Affiliate Network,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,135835519402463867,Product Reel Warm Voice,277303463679925256,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-21,Marketplace Feed,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,767678956198654887,Product Reel Warm Voice,105409050581285251,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-22,Retail Media Network,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,112693653772675234,Product Reel Warm Voice,137942100582601959,Brand Awareness,11.8235,9735,0,14266,23,44,100,100,58,0,56,53,8591,0,0,0,4,799,8.2075,0,0,0,0,0
2025-10-23,Video Network,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,767678956198654887,Product Reel Warm Voice,105409050581285251,Brand Awareness,135.1142,101789,0,103370,130,100,100,100,100,0,238,358,65938,0,0,0,24,5824,5.7216,0,0,0,0,0
2025-10-24,Shopping Grid,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,135835519402463867,Product Reel Warm Voice,277303463679925256,Brand Awareness,64.3235,66677,0,67365,169,100,100,100,100,0,240,268,46978,0,0,1,42,4556,6.8329,0,0,0,0,0
2025-10-25,Connected TV,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,112693653772675234,Product Reel Warm Voice,137942100582601959,Brand Awareness,12.2205,7535,0,12511,37,37,100,100,63,0,49,48,7875,0,0,0,5,396,5.2555,0,0,0,0,0
2025-10-26,In-App Display,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,135835519402463867,Product Reel Warm Voice,277303463679925256,Brand Awareness,114.8259,68076,0,70622,69,100,100,100,100,0,191,259,52035,0,0,0,24,4062,5.9669,0,0,0,0,0
2025-10-27,Marketplace Feed,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,767678956198654887,Product Reel Warm Voice,105409050581285251,Brand Awareness,115.0019,69424,0,109425,159,100,100,100,100,0,510,354,77901,0,0,0,47,5867,8.4510,0,0,0,0,0
2025-10-28,Social Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,162853071358804827,Price Drop Cut Value Voice,738937145322144556,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-29,Video Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,311630515941383750,Price Drop Cut Value Voice,668883979484534905,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-30,Connected TV,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,112693653772675234,Product Reel Warm Voice,137942100582601959,Brand Awareness,15.7296,10264,0,9915,39,43,100,100,73,0,53,66,9114,0,0,0,6,527,5.1345,0,0,0,0,0
2025-10-31,Search Network,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,767678956198654887,Product Reel Warm Voice,105409050581285251,Brand Awareness,174.0447,97418,0,111178,128,100,100,100,100,0,540,428,97896,0,0,0,16,7248,7.4401,0,0,0,0,0
2025-10-01,Shopping Grid,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,135835519402463867,Product Reel Warm Voice,277303463679925256,Brand Awareness,71.4353,48490,0,34097,77,100,100,100,100,0,128,140,33130,0,0,0,10,1853,3.8214,0,0,0,0,0
2025-10-02,Shopping Grid,Smart Choice Impact Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,840372225327523200,Price Drop Cut Direct Voice,784812318231574872,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-03,Marketplace Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,248379420604111019,Shelf Story Warm Voice,782023714268597622,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-04,Marketplace Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,534609213932090705,Price Drop Cut Value Voice,552366212827275778,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-05,Retail Media Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,364535938237621249,Offer Spotlight Bold Voice,103276194285622030,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-06,Shopping Grid,Smart Choice Impact Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,109119492619545499,Price Drop Cut Direct Voice,110815619208330309,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-07,In-App Display,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,153153839872142797,Shelf Story Warm Voice,136197224744361279,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-08,Display Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,126757682204121107,Offer Spotlight Bold Voice,121926468845256924,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-09,Retail Media Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,248674078184555859,Offer Spotlight Bold Voice,452112915739182326,Brand Awareness,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-10,Display Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,248674078184555859,Offer Spotlight Bold Voice,452112915739182326,Brand Awareness,70.5694,33790,0,55674,75,6,84,23,9,0,10,5,413,0,0,0,17,116,0.3433,0,0,0,0,0
2025-10-11,Discovery Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,159890011514394505,Offer Spotlight Bold Voice,142381176949482591,Brand Awareness,7.9909,4630,0,7136,9,2,12,2,2,0,1,2,56,0,0,0,8,12,0.2592,0,0,0,0,0
2025-10-12,Discovery Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,534609213932090705,Price Drop Cut Value Voice,552366212827275778,Brand Awareness,0.6437,565,0,587,1,1,27,4,1,0,6,5,372,0,0,0,0,58,10.2655,0,0,0,0,0
2025-10-13,Marketplace Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,162853071358804827,Price Drop Cut Value Voice,738937145322144556,Brand Awareness,57.9937,30811,0,43492,62,49,100,100,58,0,162,145,26188,0,0,0,12,2255,7.3188,0,0,0,0,0
2025-10-14,Shopping Grid,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,767678956198654887,Product Reel Warm Voice,105409050581285251,Brand Awareness,117.5508,85809,0,133389,177,100,100,100,100,0,377,465,84581,0,0,0,34,6090,7.0972,0,0,0,0,0
2025-10-15,In-App Display,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,135835519402463867,Product Reel Warm Voice,277303463679925256,Brand Awareness,83.2107,56548,0,36425,77,100,100,100,100,0,299,196,38264,0,0,0,39,2214,3.9153,0,0,0,0,0
2025-10-16,Connected TV,Smart Choice Impact Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,139882288624590753,Price Drop Cut Direct Voice,131818311870905728,Brand Awareness,11.4371,12553,0,14051,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0159,0,0,0,0,0
2025-10-17,Video Network,Smart Choice Impact Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,480027451396060714,Price Drop Cut Direct Voice,104600581524694515,Brand Awareness,0.6299,501,0,533,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1996,0,0,0,0,0
2025-10-18,Connected TV,Smart Choice Impact Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,840372225327523200,Price Drop Cut Direct Voice,784812318231574872,Brand Awareness,53.6881,41464,0,45012,35,0,0,0,0,0,0,0,0,0,0,0,12,17,0.0410,0,0,0,0,0
2025-10-19,Social Feed,Smart Choice Impact Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,109119492619545499,Price Drop Cut Direct Voice,110815619208330309,Brand Awareness,58.5459,34153,0,41120,49,0,0,0,0,0,0,0,0,0,0,0,35,38,0.1113,0,0,0,0,0
2025-10-20,Social Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,153153839872142797,Shelf Story Warm Voice,136197224744361279,Brand Awareness,39.4593,37444,0,37336,63,21,100,54,30,0,175,126,26347,0,0,0,11,1231,3.2876,0,0,0,0,0
2025-10-21,Video Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,364535938237621249,Offer Spotlight Bold Voice,103276194285622030,Brand Awareness,0.8791,557,0,643,1,1,2,1,1,0,1,1,6,0,0,0,0,2,0.3591,0,0,0,0,0
2025-10-22,Social Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,112051189842394453,Price Drop Cut Value Voice,136910279477454488,Brand Awareness,5.8826,3872,0,2436,5,7,42,13,10,0,20,15,2354,0,0,0,1,138,3.5640,0,0,0,0,0
2025-10-23,In-App Display,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,126757682204121107,Offer Spotlight Bold Voice,121926468845256924,Brand Awareness,39.4526,23706,0,32729,71,8,72,27,15,0,9,7,369,0,0,0,13,100,0.4218,0,0,0,0,0
2025-10-24,Shopping Grid,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,248379420604111019,Shelf Story Warm Voice,782023714268597622,Brand Awareness,7.9642,6205,0,4621,10,4,37,9,4,0,24,22,5319,0,0,0,1,421,6.7849,0,0,0,0,0
2025-10-25,In-App Display,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,200893730051116336,Shelf Story Warm Voice,108280733195277560,Brand Awareness,0.7288,428,0,412,1,0,0,0,0,0,0,0,387,0,0,0,0,31,7.2430,0,0,0,0,0
2025-10-26,Retail Media Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,463785616888243848,Shelf Story Warm Voice,917041724367241512,Brand Awareness,40.2130,19961,0,23968,45,15,100,43,18,0,163,84,18519,0,0,0,5,832,4.1681,0,0,0,0,0
2025-10-27,Display Network,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,112693653772675234,Product Reel Warm Voice,137942100582601959,Brand Awareness,9.2523,8249,0,8388,28,28,100,100,47,0,68,54,6530,0,0,0,2,850,10.3043,0,0,0,0,0
2025-10-28,Marketplace Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,311630515941383750,Price Drop Cut Value Voice,668883979484534905,Brand Awareness,78.1483,58013,0,48301,63,64,100,100,81,0,227,142,41531,0,0,0,7,1497,2.5805,0,0,0,0,0
2025-10-29,Marketplace Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,248674078184555859,Offer Spotlight Bold Voice,452112915739182326,Brand Awareness,68.1020,42055,0,64900,97,8,75,26,12,0,9,8,351,0,0,0,12,104,0.2473,0,0,0,0,0
2025-10-30,Marketplace Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,126757682204121107,Offer Spotlight Bold Voice,121926468845256924,Brand Awareness,33.5761,38662,0,34874,85,4,26,9,4,0,6,3,220,0,0,0,6,70,0.1811,0,0,0,0,0
2025-10-31,Influencer Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,112051189842394453,Price Drop Cut Value Voice,136910279477454488,Brand Awareness,3.1971,1276,0,1897,0,0,20,5,1,0,5,7,1215,0,0,0,0,120,9.4044,0,0,0,0,0
2025-10-01,Connected TV,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,534609213932090705,Price Drop Cut Value Voice,552366212827275778,Brand Awareness,1.3106,1789,0,1324,5,5,77,20,6,0,25,21,602,0,0,0,4,187,10.4528,0,0,0,0,0
2025-10-02,Retail Media Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,311630515941383750,Price Drop Cut Value Voice,668883979484534905,Brand Awareness,46.4102,22175,0,27258,34,29,100,74,42,0,93,77,21599,0,0,0,5,1306,5.8895,0,0,0,0,0
2025-10-03,Affiliate Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,159890011514394505,Offer Spotlight Bold Voice,142381176949482591,Brand Awareness,8.8539,10022,0,5624,9,0,9,2,0,0,0,0,54,0,0,0,6,19,0.1896,0,0,0,0,0
2025-10-04,Marketplace Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,364535938237621249,Offer Spotlight Bold Voice,103276194285622030,Brand Awareness,0.9744,506,0,509,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.0000,0,0,0,0,0
2025-10-05,Search Network,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Health Conscious Buyers Interest Segment,767678956198654887,Product Reel Warm Voice,105409050581285251,Brand Awareness,187.6405,129880,0,136911,154,100,100,100,100,0,687,463,87604,1,0,0,36,4807,3.7011,0,0,0,0,0
2025-10-06,Affiliate Network,Smart Choice Impact Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,139882288624590753,Price Drop Cut Direct Voice,131818311870905728,Brand Awareness,10.0725,4609,0,6392,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0868,0,0,0,0,0
2025-10-07,Connected TV,Smart Choice Impact Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,480027451396060714,Price Drop Cut Direct Voice,104600581524694515,Brand Awareness,0.4254,175,0,294,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5714,0,0,0,0,0
2025-10-08,Display Network,Smart Choice Impact Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,840372225327523200,Price Drop Cut Direct Voice,784812318231574872,Brand Awareness,58.6944,73335,0,60034,177,0,0,0,0,0,0,0,0,0,0,0,142,78,0.1064,0,0,0,0,0
2025-10-09,Social Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,153153839872142797,Shelf Story Warm Voice,136197224744361279,Brand Awareness,55.4249,37947,0,48837,49,27,100,61,36,0,235,153,25403,0,0,0,12,2010,5.2969,0,0,0,0,0
2025-10-10,Search Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Family Planners Interest Segment,463785616888243848,Shelf Story Warm Voice,917041724367241512,Brand Awareness,28.4383,25908,0,31387,25,17,100,43,20,0,92,83,21021,0,0,1,1,950,3.6668,0,0,0,0,0
2025-10-11,Display Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,248379420604111019,Shelf Story Warm Voice,782023714268597622,Brand Awareness,6.9050,6119,0,4985,5,6,46,18,7,0,25,22,4848,0,0,0,1,245,4.0039,0,0,0,0,0
2025-10-12,Display Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,200893730051116336,Shelf Story Warm Voice,108280733195277560,Brand Awareness,0.7156,762,0,537,1,0,3,0,0,0,0,0,400,0,0,0,1,52,6.8241,0,0,0,0,0
2025-10-13,Marketplace Feed,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,162853071358804827,Price Drop Cut Value Voice,738937145322144556,Brand Awareness,42.7356,59451,0,49013,46,49,100,100,84,0,508,336,19141,0,0,0,35,3402,5.7224,0,0,0,0,0
2025-10-14,Video Network,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Weekend Deal Hunters Interest Segment,112693653772675234,Product Reel Warm Voice,137942100582601959,Brand Awareness,14.7076,6354,0,9078,15,24,100,77,34,0,48,38,5809,0,0,0,3,570,8.9707,0,0,0,0,0
2025-10-15,Affiliate Network,Market Fresh Demand Initiative,East Region Conversion Cohort,18477671,Family Planners Interest Segment,135835519402463867,Product Reel Warm Voice,277303463679925256,Brand Awareness,72.0321,58406,0,42764,77,100,100,100,100,0,234,194,40167,0,0,0,18,3513,6.0148,0,0,0,0,0
2025-10-16,Affiliate Network,Smart Choice Impact Initiative,East Region Prospecting Cohort,18477671,Bulk Buyers Retention Segment,109119492619545499,Price Drop Cut Direct Voice,110815619208330309,Brand Awareness,71.5565,62646,0,64778,156,0,0,0,0,0,0,0,0,0,0,0,77,63,0.1006,0,0,0,0,0
2025-10-17,Affiliate Network,Home Essentials Promo Initiative,East Region Prospecting Cohort,18477671,Health Conscious Buyers Interest Segment,159890011514394505,Offer Spotlight Bold Voice,142381176949482591,Brand Awareness,9.7555,8295,0,5199,12,3,11,4,3,0,3,2,48,0,0,0,2,12,0.1447,0,0,0,0,0
